caption,state
Aprecio lo simple lo cotidiano lo de siempre,Severely Depressed
Sin expectativas sin presiones solo viviendo,Severely Depressed
El descanso mental es tan importante como el,Severely Depressed
No hay emociones extremas hoy y eso me gusta,Severely Depressed
Me permito disfrutar de la rutina sin prisas,Severely Depressed
Un momento de calma un recuerdo para siempre,Severely Depressed
El peso del mundo se siente insoportable hoy,Severely Depressed
Estoy atrapado en una oscuridad que no se va,Severely Depressed
Estoy roto en formas de las que puedo contar,Severely Depressed
La felicidad parece un concepto inalcanzable,Severely Depressed
La vida es un susurro que no puedo descifrar,Severely Depressed
Me esfuerzo en existir pero no es suficiente,Severely Depressed
Me esfuerzo por existir pero duele demasiado,Severely Depressed
Me esfuerzo por ser fuerte pero cada me pesa,Severely Depressed
Me pregunto si alguna vez felicidad de nuevo,Severely Depressed
Me siento atrapado en una oscuridad infinita,Severely Depressed
Mi mente es una tormenta pero busco la calma,Severely Depressed
Necesito encontrar mi camino en la oscuridad,Severely Depressed
No quiero preocupar a nadie pero estoy en mi,Severely Depressed
No tengo esperanzas de que las cosas cambien,Severely Depressed
Siento que mi se ha convertido en una piedra,Severely Depressed
Tal vez solo tal vez hay esperanza en oscuro,Severely Depressed
Estoy demasiado cansado para seguir luchando,Severely Depressed
La tristeza es un buscando una orilla segura,Severely Depressed
Un cansado buscando un lugar donde descansar,Severely Depressed
Buscando la salida del laberinto paso a paso,Severely Depressed
La vida se desvanece como un recuerdo lejano,Severely Depressed
La esperanza es un recuerdo que se desvanece,Severely Depressed
La esperanza se ha convertido en una palabra,Severely Depressed
Me siento como si ya no pudiera soportar mas,Severely Depressed
La me paraliza necesito encontrar movimiento,Severely Depressed
La ansiedad me bloquea la necesito liberarla,Severely Depressed
Paciencia se agota necesito respiro profundo,Severely Depressed
Mi mente y mi cuerpo me pidiendo un descanso,Severely Depressed
Quisiera poder delegar todo y solo descansar,Severely Depressed
Me cuesta concentrarme con tanta en mi mente,Severely Depressed
Quisiera poder dormir sin preocuparme por el,Severely Depressed
La vida no sentirse de pesada todo el tiempo,Severely Depressed
Necesito un descanso real sin preocupaciones,Severely Depressed
Me poder apagar mis pensamientos por un rato,Severely Depressed
Me cuesta conciliar el con tanto en mi mente,Severely Depressed
Estoy perdiendo la capacidad de concentrarme,Severely Depressed
Estoy exhausto pero mi mente sigue corriendo,Severely Depressed
Mi mente se siente como una tormenta sin fin,Severely Depressed
Estoy atrapado en una rutina que me desgasta,Severely Depressed
Quisiera poder respirar sin sentirme ahogado,Severely Depressed
Necesito tiempo pero no puedo darme ese lujo,Severely Depressed
Me siento sofocado por tantas preocupaciones,Severely Depressed
Me siento como un vaso a punto de derramarse,Severely Depressed
Quisiera que alguien me dijera que todo bien,Severely Depressed
Me siento como un con la baja todo el tiempo,Severely Depressed
A veces me pregunto si me realmente en calma,Severely Depressed
No quiero seguir pero no salir de este ciclo,Severely Depressed
La ansiedad me roba momentos de tranquilidad,Severely Depressed
Todo tranquilo sin conflictos ni discusiones,Severely Depressed
Camminando senza fretta godendomi il momento,Severely Depressed
La bellezza si trova nei dettagli quotidiani,Severely Depressed
Ogni passo importante nel cammino della vita,Severely Depressed
La vita un viaggio e io sono il protagonista,Severely Depressed
Ogni esperienza un tassello del mio percorso,Severely Depressed
Ogni momento prezioso non lasciarlo sfuggire,Severely Depressed
La vita unopera darte in continua evoluzione,Severely Depressed
Ogni giorno un nuovo inizio una nuova chance,Severely Depressed
La vita un viaggio e io sono il mio compagno,Severely Depressed
La vita un equilibrio tra sogni e quotidiana,Severely Depressed
Ogni esperienza un capitolo della mia storia,Severely Depressed
Ogni giorno per sorridere e diffondere gioia,Severely Depressed
La vita fatta di piccoli momenti che contano,Severely Depressed
La routine il mio modo di trovare equilibrio,Severely Depressed
Un ringraziamento sincero un momento di pace,Severely Depressed
Sentirsi in armonia con se stessi e il mondo,Severely Depressed
Sentirsi grati per ogni respiro ogni sorriso,Severely Depressed
Armonia e leggerezza come una brezza gentile,Severely Depressed
Giornate di sorrisi sinceri anime in armonia,Severely Depressed
La che incanta la calma che rassicura lanima,Severely Depressed
Un respiro di pace un sorriso di gratitudine,Severely Depressed
Un respiro di un sorriso di pura gratitudine,Severely Depressed
Momenti di quiete pensieri sereni e profondi,Severely Depressed
Giornate di calma interiore cuori in armonia,Severely Depressed
Lavora in silenzio sorprendi con i risultati,Severely Depressed
Un giorno alla volta un progresso alla volta,Severely Depressed
Le migliori avventure iniziano con gli amici,Severely Depressed
Amicizia lunico legame che non si spezza mai,Severely Depressed
Oggi una giornata speciale piena di sorprese,Severely Depressed
Circondato da persone che amo il cuore pieno,Severely Depressed
Un giorno perfetto pieno di risate e sorrisi,Severely Depressed
Il sole che scalda la pelle la che mi invade,Severely Depressed
La unemozione che voglio provare ogni giorno,Severely Depressed
Non niente che possa spegnere il mio sorriso,Severely Depressed
Mi sento come se fossi innamorato della vita,Severely Depressed
Oggi un giorno perfetto per essere me stesso,Severely Depressed
La un viaggio che vale la pena intraprendere,Severely Depressed
Seguire la propria passione porta vera gioia,Severely Depressed
Ogni momento felice merita di essere vissuto,Severely Depressed
Sentirsi in sintonia con il ritmo della vita,Severely Depressed
La gioia di condividere passioni e interessi,Severely Depressed
Ricevo la gioia come un abbraccio collettivo,Severely Depressed
La uneco di sorrisi che risuona nelluniverso,Severely Depressed
La unesplorazione del mio universo interiore,Severely Depressed
La un tesoro nascosto nel profondo del cuore,Severely Depressed
La gratitudine mi fa sentire riccoa di gioia,Severely Depressed
Sento la gioia come unonda di pura esistenza,Severely Depressed
Vorrei che tutto questo finisse non ne posso,Severely Depressed
Mi sento come se stessi per perdere la testa,Severely Depressed
Non riesco a trovare un senso nella mia vita,Severely Depressed
La vita una sofferenza continua non sollievo,Severely Depressed
Mi sento come se stessi per morire di stress,Severely Depressed
Mi sento come se fossi un peso per gli altri,Severely Depressed
Mi sento come se stessi per morire di dolore,Severely Depressed
Mi sento come se stessi per perdere il senno,Severely Depressed
Mi sento come se fossi un estraneo nel mondo,Severely Depressed
La vita un caos e io cerco di trovare ordine,Severely Depressed
A volte ho bisogno di un momento di silenzio,Severely Depressed
La vita un puzzle che non riesco a risolvere,Severely Depressed
Cerco di mantenere il controllo ma difficile,Severely Depressed
Non riesco a fermarmi neanche per un momento,Severely Depressed
Sensazione di avere la testa piena di rumore,Severely Depressed
La a trovare un equilibrio tra mente e cuore,Severely Depressed
Uninquietudine che si fa sentire nella pelle,Severely Depressed
Unansia che cresce con ogni minuto che passa,Severely Depressed
La sensazione di essere sommersoa da impegni,Severely Depressed
La a gestire i conflitti che si ripresentano,Severely Depressed
La a trovare un momento di tra le incertezze,Severely Depressed
La sensazione di non sapere chi si veramente,Severely Depressed
La sensazione di essere in una gabbia dorata,Severely Depressed
Unangoscia che nasce dalla mancanza di spazi,Severely Depressed
Unansia che nasce dalla paura di non farcela,Severely Depressed
Unangoscia che nasce dalla mancanza di gioia,Severely Depressed
La sensazione di essere un puzzle incompleto,Severely Depressed
La sensazione di essere un riflesso sbiadito,Severely Depressed
La mia calma uneco lontana quasi dimenticata,Severely Depressed
Il mio centro di instabile oscillo nel vuoto,Severely Depressed
La mia unombra fugace difficile da afferrare,Severely Depressed
La mia mente un mare agitato senza orizzonte,Severely Depressed
Mi sento come un gatto in un sacco di patate,Severely Depressed
Sto cercando il mio spirito di sopravvivenza,Severely Depressed
A volte la solitudine la mia unica compagnia,Severely Depressed
sempre qualcosa che mi tiene sotto controllo,Severely Depressed
I giorni passano lentamente e mi sento vuoto,Severely Depressed
Il mondo sembra muoversi ma io rimango fermo,Severely Depressed
La sensazione di essere un contenitore vuoto,Severely Depressed
La sensazione di essere uneco di frammentata,Severely Depressed
La sensazione di essere unombra di me stesso,Severely Depressed
La sensazione di essere unombra di se stessi,Severely Depressed
La speranza un filo di seta che si sfilaccia,Severely Depressed
La stanchezza mentale forte di quella fisica,Severely Depressed
La vita mi sembra unillusione senza sostanza,Severely Depressed
La voglia di credere un fuoco che si consuma,Severely Depressed
Oggi nulla ha senso mi sento perso nel vuoto,Severely Depressed
Ogni tanto mi sento come se fossi invisibile,Severely Depressed
Unapatia che mi rende estraneoa a me stessoa,Severely Depressed
Unapatia che mi rende incapace di riflettere,Severely Depressed
Unaria di tristezza anche nei momenti felici,Severely Depressed
Unassenza di gioia senza un motivo apparente,Severely Depressed
Uneco di tristezza nelle cose di ogni giorno,Severely Depressed
Unombra di disinteresse anche nella passione,Severely Depressed
La mia vita un peso che non riesco a portare,Severely Depressed
La mia mente un labirinto di pensieri oscuri,Severely Depressed
La speranza sembra lontana e irraggiungibile,Severely Depressed
La mia anima un abisso di vuoto e solitudine,Severely Depressed
La mia anima un deserto di vuoto e disprezzo,Severely Depressed
Sento di essere un relitto senza di salvezza,Severely Depressed
La mia anima un mosaico spezzato senza forma,Severely Depressed
Sento di essere uneco di unesistenza perduta,Severely Depressed
Sento di essere uneco di unanima senza volto,Severely Depressed
Sento di essere in una trappola senza scampo,Severely Depressed
Quando i tuoi pensieri hanno pensieri propri,Severely Depressed
Sento il tempo scorrere ma non mi appartiene,Severely Depressed
Il mondo un libro chiuso senza pagine per me,Severely Depressed
La mia mente un deserto arido senza speranza,Severely Depressed
Uneco di un sogno che diventato un rimpianto,Severely Depressed
Non sento il battito della vita dentro di me,Severely Depressed
Il mondo un deserto senza oasi senza ristoro,Severely Depressed
Uneco di unesistenza che si trasforma in eco,Severely Depressed
Non trovo la forza di affrontare la giornata,Severely Depressed
Non trovo il senso in questa esistenza vuota,Severely Depressed
Non sento la bellezza del mondo intorno a me,Severely Depressed
Il mondo uneco lontana che non mi appartiene,Severely Depressed
La un labirinto senza uscita senza di scampo,Severely Depressed
A heart full of joy makes life more beautiful,Severely Depressed
A peaceful heart makes the world feel lighter,Severely Depressed
Dancing through life with a heart full of joy,Severely Depressed
Enjoying a cup of tea and watching the sunset,Severely Depressed
Enthusiasm for a DIY home improvement project,Severely Depressed
Feeling at home in the simple moments of life,Severely Depressed
Feeling utterly blessed and full of happiness,Severely Depressed
Happiness is free and Im taking all I can get,Severely Depressed
Happiness is the best accessory Wear it daily,Severely Depressed
Happiness is the best feeling in the universe,Severely Depressed
Happiness is the best kind of company to keep,Severely Depressed
Happiness isnt rareyou just have to notice it,Severely Depressed
Holding onto the moments that feel like magic,Severely Depressed
Just a little dose of happy to make you smile,Severely Depressed
Just a sprinkle of happy to brighten your day,Severely Depressed
Just embracing the happy moments as they come,Severely Depressed
Just out here making the most of every moment,Severely Depressed
Life is shortsmile while you still have teeth,Severely Depressed
Living a life filled with happy little things,Severely Depressed
My kind of happy Simple real and full of love,Severely Depressed
One deep breath at a time one smile at a time,Severely Depressed
Overthinking everything accomplishing nothing,Severely Depressed
Pretending Im fine is becoming a fulltime job,Severely Depressed
Reflecting on the importance of mental health,Severely Depressed
Soaking in the happy atmosphere of this event,Severely Depressed
Sunshine mixed with a little bit of happiness,Severely Depressed
Sunshine coffee and a heart full of gratitude,Severely Depressed
Theres never a pause button when you need one,Severely Depressed
Waiting for the moment when it all feels okay,Severely Depressed
Dont overthink it is my least favorite advice,Severely Depressed
Crying without tears breaking without a sound,Severely Depressed
Finding beauty in the quiet unfolding of time,Severely Depressed
Finding comfort in the simple act of creating,Severely Depressed
Finding peace in the quiet solitude of nature,Severely Depressed
Finding strength in the support of loved ones,Severely Depressed
Holding onto the connections that matter most,Severely Depressed
Holding onto the hope for brighter days ahead,Severely Depressed
Hoping to find light at the end of the tunnel,Severely Depressed
Is it okay to just want to be alone sometimes,Severely Depressed
Its hard to concentrate on even simple things,Severely Depressed
Just cant seem to find any real joy in things,Severely Depressed
Just taking a small step forward on this path,Severely Depressed
Just trying to find a reason to keep fighting,Severely Depressed
Just trying to find my own definition of okay,Severely Depressed
Just trying to keep moving even if its slowly,Severely Depressed
Navigating the complexities of my inner world,Severely Depressed
Navigating the shadows with a flicker of hope,Severely Depressed
Still looking for the brighter side of things,Severely Depressed
The constant battle against negative selftalk,Severely Depressed
The little tasks feel like mountains to climb,Severely Depressed
The weight of feeling like a burden to others,Severely Depressed
Trying to heal from wounds that arent visible,Severely Depressed
A normal day a steady heart and no complaints,Severely Depressed
A slow peaceful day is still a day well spent,Severely Depressed
Doing nothing but somehow it feels just right,Severely Depressed
Grief weighs heavy tears a constant companion,Severely Depressed
Life is a pressure cooker and Im about to pop,Severely Depressed
My thoughts are a tangled mess I cant unravel,Severely Depressed
Not chasing anything just going with the flow,Severely Depressed
One more problem and I might actually lose it,Severely Depressed
Overflowing adoration for a cute rescue puppy,Severely Depressed
Running low on patience energy and motivation,Severely Depressed
Sharing love and positive vibes with everyone,Severely Depressed
Some moments dont need captions just presence,Severely Depressed
Sometimes the best moments are the quiet ones,Severely Depressed
The sun rises the sun sets and life continues,Severely Depressed
Trying to keep my cool but life is testing me,Severely Depressed
Wish I could press pause on life for a minute,Severely Depressed
Wishing I could put my brain on airplane mode,Severely Depressed
Another day to simply get through the motions,Severely Depressed
Disgust at the corruption that stains society,Severely Depressed
Disgust at the sight of injustice and cruelty,Severely Depressed
Feeling like a fragile thing about to shatter,Severely Depressed
Feeling profoundly isolated and misunderstood,Severely Depressed
Feeling utterly detached from my own emotions,Severely Depressed
Frustration mounts as obstacles block my path,Severely Depressed
Losing track of time in the best possible way,Severely Depressed
Lost in the darkness with no way to find home,Severely Depressed
Somewhere between lost and trying to be found,Severely Depressed
The darkness has become my constant companion,Severely Depressed
The days are an endless repetition of despair,Severely Depressed
The exhaustion runs deeper than sleep can fix,Severely Depressed
The simplest things feel impossible right now,Severely Depressed
The weight of my sadness is a physical burden,Severely Depressed
The weight of my sadness is almost unbearable,Severely Depressed
The world keeps turning but Im standing still,Severely Depressed
Theres a certain kind of beauty in a slow day,Severely Depressed
Wishing I could hit the reset button on today,Severely Depressed
Deadlines responsibilities expectationsrepeat,Severely Depressed
Drowning in thoughts I dont know how to quiet,Severely Depressed
Every deadline feels like a ticking time bomb,Severely Depressed
Everything inside me is screaming for a break,Severely Depressed
Everything moves but I remain frozen in place,Severely Depressed
Existing on minimal sleep and maximum anxiety,Severely Depressed
Falling apart in ways that dont leave bruises,Severely Depressed
I cant remember the last time I truly relaxed,Severely Depressed
I speak but it feels like no one is listening,Severely Depressed
It feels like Im drowning in responsibilities,Severely Depressed
Lying in bed but my thoughts wont let me rest,Severely Depressed
My brain feels like a tangled web of thoughts,Severely Depressed
My brain feels like its going a mile a minute,Severely Depressed
My mind is a battlefield and Im always at war,Severely Depressed
So many things to do yet I cant seem to start,Severely Depressed
Some days even breathing feels like an effort,Severely Depressed
The pressure is real and so is the exhaustion,Severely Depressed
The pressure to keep up is slowly crushing me,Severely Depressed
Theres too much noise and I cant turn it down,Severely Depressed
Trying to be strong but some days I just cant,Severely Depressed
Wishing I could pause life for a little while,Severely Depressed
Cuando te enfocas en lo bueno lo bueno mejora,Severely Depressed
Los buenos momentos se comparten con sonrisas,Severely Depressed
Un joven sobre una silla cocinando rosquillas,Severely Depressed
La felicidad se multiplica cuando se comparte,Severely Depressed
La mejor manera de empezar el con una sonrisa,Severely Depressed
Nada mejor que un en paz y lleno de felicidad,Severely Depressed
Siempre es buen momento para celebrar la vida,Severely Depressed
La felicidad es una Ây yo la elijo todos los,Severely Depressed
Que la felicidad sea el centro de tu universo,Severely Depressed
Hoy me prometo ser feliz que ayer y menos que,Severely Depressed
Nada mejor que un lleno de sonrisas y abrazos,Severely Depressed
Haz de cada una nueva oportunidad para crecer,Severely Depressed
La felicidad no se encuentra se crea con cada,Severely Depressed
No busques excusas para ser feliz simplemente,Severely Depressed
La mejor es en momentos que te llenen el alma,Severely Depressed
No esperes un momento perfecto hazlo perfecto,Severely Depressed
La rutina pesa pero intento encontrarle ritmo,Severely Depressed
de cansancio pero buscando descanso reparador,Severely Depressed
Entre la duda y la certeza buscando mi verdad,Severely Depressed
Dejando que la esperanza florezca poco a poco,Severely Depressed
Buscando la claridad en los momentos confusos,Severely Depressed
Aprendiendo a encontrar belleza en la de cada,Severely Depressed
A veces solo quiero desaparecer por un tiempo,Severely Depressed
Intento ser positivo pero mi mente no me deja,Severely Depressed
Quiero descansar pero mi mente nunca se apaga,Severely Depressed
Quisiera poder explicar lo que pasa dentro de,Severely Depressed
Quiero sentirme feliz sin que sea un esfuerzo,Severely Depressed
No tengo motivos para estar triste pero estoy,Severely Depressed
Me siento como una sombra de lo que era antes,Severely Depressed
Me esfuerzo por encontrar razones para seguir,Severely Depressed
Recordando que la fuerza es permitirse sentir,Severely Depressed
Dejando que la esperanza sea una en la niebla,Severely Depressed
Entre el miedo y la buscando mi propio camino,Severely Depressed
Entre la soledad y la buscando un punto medio,Severely Depressed
Aprendiendo a encontrar belleza en los grises,Severely Depressed
Dejando que la sea mi en el camino de la vida,Severely Depressed
No romper este ciclo de agotamiento emocional,Severely Depressed
Buscando gestos de amabilidad para alegrar el,Severely Depressed
Quisiera poder apagar mi mente por un momento,Severely Depressed
Me siento atrapado en un laberinto sin salida,Severely Depressed
A veces me pregunto si todo esto vale la pena,Severely Depressed
Me siento perdido en mis propios pensamientos,Severely Depressed
Quisiera volver a sentirme feliz sin forzarlo,Severely Depressed
Quiero dejar de sentirme atrapado en mi mente,Severely Depressed
Me estoy ahogando en mis propios pensamientos,Severely Depressed
tranquilo y en paz en conmigo mismo y con los,Severely Depressed
Un lleno de que me llenan el alma de gratitud,Severely Depressed
Nada impresionante hoy pero tampoco nada malo,Severely Depressed
Me gusta cuando todo fluye sin interrupciones,Severely Depressed
A veces la mejor parte del es la tranquilidad,Severely Depressed
No necesito grandes eventos para disfrutar el,Severely Depressed
Sin expectativas sin solo dejando que el pase,Severely Depressed
Nada que cambiar nada que arreglar solo vivir,Severely Depressed
Sin planes sin expectativas solo tranquilidad,Severely Depressed
Me gusta sentirme en control de mis emociones,Severely Depressed
No necesito emociones fuertes para estar bien,Severely Depressed
Encuentro la en la con mi comunidad y entorno,Severely Depressed
Disfruto la libertad de ser en mis relaciones,Severely Depressed
Sin preocupaciones innecesarias solo viviendo,Severely Depressed
Hoy no hay preocupaciones que me roben la paz,Severely Depressed
Agradezco la calma que encuentro en la rutina,Severely Depressed
No necesito que este instante de tranquilidad,Severely Depressed
La vida es llevadera cuando no la complicamos,Severely Depressed
El dolor es un veneno que corre por mis venas,Severely Depressed
El mundo sigue girando pero yo me he detenido,Severely Depressed
Estoy cansado de seguir luchando contra mismo,Severely Depressed
Estoy luchando contra algo que no puedo ganar,Severely Depressed
Estoy roto en pedazos que nadie puede reparar,Severely Depressed
La vida es una triste que se repite sin cesar,Severely Depressed
La vida se siente como una carga insoportable,Severely Depressed
Me duele pensar en el futuro porque no lo veo,Severely Depressed
Me siento como un barco a la deriva sin rumbo,Severely Depressed
Me siento como un fantasma que vaga sin rumbo,Severely Depressed
Me siento tan lejos de todos incluso de mismo,Severely Depressed
Nadie realmente entiende lo que estoy pasando,Severely Depressed
Necesito encontrar la fuerza para pedir ayuda,Severely Depressed
No tengo la fuerza para fingir que estoy bien,Severely Depressed
Siento que estoy atrapado en un ciclo sin fin,Severely Depressed
Siento que me estoy hundiendo en la sin fondo,Severely Depressed
Siento que mi se ha convertido en un desierto,Severely Depressed
Un grito ahogado buscando una voz que resuene,Severely Depressed
Encontrando belleza en la quietud de la noche,Severely Depressed
Me siento como si estuviera perdiendo mi alma,Severely Depressed
La mente es un enjambre de emociones confusas,Severely Depressed
Busco un momento de para encontrar equilibrio,Severely Depressed
La me consume la necesito encontrar vitalidad,Severely Depressed
Ahogo en pensamientos negativos necesito aire,Severely Depressed
Me siento atrapado en una rutina sin descanso,Severely Depressed
No puedo con todo pero tampoco puedo rendirme,Severely Depressed
No puedo relajarme siempre hay algo pendiente,Severely Depressed
No puedo parar pero siento que voy a explotar,Severely Depressed
Mi mente no se apaga ni cuando intento dormir,Severely Depressed
Quisiera poder respirar sin sentirme culpable,Severely Depressed
Me cerrar los ojos y olvidar todo por un rato,Severely Depressed
Todo lo que quiero es un poco de tranquilidad,Severely Depressed
Me siento mentalmente agotado y eso me asusta,Severely Depressed
Necesito encontrar una manera de manejar este,Severely Depressed
Estoy funcionando con lo poco que me queda de,Severely Depressed
Estoy en un punto donde todo parece demasiado,Severely Depressed
Necesito un momento de calma pero nunca llega,Severely Depressed
Estoy tratando de ser fuerte pero me costando,Stressed
Estoy agotado de preocuparme por cada detalle,Stressed
Me encontrar una manera de calmar mi ansiedad,Stressed
Siento que nunca tengo suficiente tiempo para,Stressed
Estoy cansado de vivir con tanta en mi cuerpo,Stressed
Quisiera tomarme un descanso sin sentir culpa,Stressed
Estoy al borde del colapso pero nadie lo nota,Stressed
Quisiera que todo se detuviera por un momento,Stressed
Me siento agotado incluso antes de empezar el,Stressed
Estoy tratando de respirar pero el no me deja,Stressed
Me siento como una cuerda a punto de romperse,Stressed
Quiero llorar pero ni siquiera tengo para eso,Stressed
Estoy al borde del colapso pero sigo adelante,Stressed
Desmorono emocionalmente reconstruyo con amor,Stressed
Cordura y estabilidad emocional en relaciones,Stressed
Me siento atrapado en un ciclo de agotamiento,Stressed
Estoy agotado emocionalmente y no recuperarme,Stressed
Conectado con mi entorno sin sentirme aislado,Stressed
Necesito un momento para recuperar el aliento,Stressed
Momenti di riflessione cercando un po di pace,Stressed
Guardando le nuvole lasciando vagare la mente,Stressed
Ascoltando musica lasciando vagare i pensieri,Stressed
La vita un viaggio e io sono pronto a viverla,Stressed
La bellezza della vita nelle sue imperfezioni,Stressed
La pazienza la chiave per affrontare le sfide,Stressed
La vita un viaggio e io sono pronto a viverlo,Stressed
Sentirsi in equilibrio pronti per la giornata,Stressed
Giornate piene di ringraziamenti mente serena,Stressed
Sentirsi fortunati per ogni piccolo dettaglio,Stressed
La vita piena di doni da apprezzare con calma,Stressed
Un momento di equilibrio un respiro armonioso,Stressed
La bellezza dellequilibrio la calma dellanima,Stressed
Un momento di presenza un respiro consapevole,Stressed
Giornate piene di consapevolezza mente serena,Stressed
La vita un viaggio sereno da vivere con calma,Stressed
Un respiro di gratitudine un sorriso di gioia,Stressed
Sentirsi in pace con il mondo e con se stessi,Stressed
Momenti di armonia pensieri centrati e sereni,Stressed
Un respiro armonioso un sorriso di equilibrio,Stressed
Un respiro consapevole un sorriso di presenza,Stressed
Un amico qualcuno che capisce il tuo silenzio,Stressed
La gioia di vivere un sentimento meraviglioso,Stressed
Sentendomi grato per tutto che ho la completa,Stressed
Oggi voglio solo godermi ogni singolo istante,Stressed
Sorridere la chiave per aprire le porte della,Stressed
La vita unavventura e io sono il protagonista,Stressed
Ogni giorno un nuovo inizio per essere felici,Stressed
Oggi un giorno perfetto per sognare in grande,Stressed
La gioia unemozione che fa brillare gli occhi,Stressed
Cammino con la gioia tra le strade della vita,Stressed
Sento la gioia come una danza di luce e ombre,Stressed
La un sentimento che mi fa sentire benedettoa,Stressed
La unemozione che mi rende gratoa per la vita,Stressed
Sento la gioia come uneco di momenti preziosi,Stressed
Sento la gioia come un vento che mi porta via,Stressed
Sento la gioia come unonda di energia cosmica,Stressed
Sento la gioia come una forza che mi sostiene,Stressed
Trovo la gioia nella mia di superare le sfide,Stressed
Cerco la gioia nella mia di trasformare le in,Stressed
Ogni giorno una lotta la stanchezza mi divora,Stressed
Troppe cose da fare poco tempo a disposizione,Stressed
Non riesco a dormire i pensieri mi tormentano,Stressed
Mi sento come se stessi perdendo il controllo,Stressed
Mi sento come se stessi per perdere me stesso,Stressed
Vorrei che tutto fosse diverso ma non so come,Stressed
La vita una prigione costante non via di fuga,Stressed
Vorrei che tutto cambiasse ma non ho la forza,Stressed
La mia mente un labirinto di pensieri confusi,Stressed
A volte la vita sembra un peso insopportabile,Stressed
A volte mi sento sopraffatto dalle quotidiane,Stressed
Cerco di tenere tutto sotto controllo ma dura,Stressed
Mi manca il respiro da quanto tutto frenetico,Stressed
La tensione che si manifesta con mal di testa,Stressed
La a trovare un momento di equilibrio emotivo,Stressed
La sensazione di essere in balia degli eventi,Stressed
Unansia che nasce dalla paura di essere soloa,Stressed
La a conciliare le proprie aspirazioni con la,Stressed
La a trovare un momento di nella propria vita,Stressed
Unangoscia che nasce dalla mancanza di scelte,Stressed
La sensazione di essere in un caos sensoriale,Stressed
La sensazione di essere in un limbo di apatia,Stressed
La sensazione di essere un mosaico frantumato,Stressed
Il silenzio nella mia mente un eco assordante,Stressed
La mia calma uneco di un sogno che non si mai,Stressed
Sento leco del silenzio che urla dentro di me,Stressed
Sto per diventare un esperto in yoga del caos,Stressed
Cerco un punto di riferimento ma non lo trovo,Stressed
Cerco una luce ma non la vedo perso interiore,Stressed
Il mondo un quadro che non riesco a decifrare,Stressed
La mente mi inganna non riesco a trovare pace,Stressed
La mia mente un caos che non riesco a fermare,Stressed
La sensazione di essere un cielo senza stelle,Stressed
La sensazione di essere un libro senza parole,Stressed
La sensazione di essere un viaggio senza meta,Stressed
La sensazione di non avere un posto nel mondo,Stressed
La vita un viaggio senza mappa e senza stelle,Stressed
La vita mi sembra uningiustizia senza rimedio,Stressed
La voglia di lottare una fiamma che si spegne,Stressed
Le emozioni sono come un giardino senza fiori,Stressed
Le emozioni sono sfumate come colori sbiaditi,Stressed
Mi sembra di essere in un tunnel senza uscita,Stressed
Mi sento come se stessi camminando in cerchio,Stressed
Mi sento perso nel buio senza una via duscita,Stressed
Mi sento un po oggi senza una ragione precisa,Stressed
Non so come trovare la forza di andare avanti,Stressed
Oggi mi sento un po senza una ragione precisa,Stressed
Ogni giorno una lotta ma continuo a camminare,Stressed
Ogni giorno mi sembra difficile da affrontare,Stressed
Tutto sembra difficile anche le cose semplici,Stressed
Unapatia che mi rende incapace di ricostruire,Stressed
Unassenza di slancio senza un motivo definito,Stressed
Uneco di solitudine anche in mezzo alla gente,Stressed
Unindifferenza che una maschera di stanchezza,Stressed
Uninquietudine che non trova riposo nellanima,Stressed
La mia anima in cerca di pace ma non la trovo,Stressed
Ogni passo un peso che non riesco a sostenere,Stressed
Mi sento solo anche quando sono con gli altri,Stressed
La mia vita un inferno di dolore e sofferenza,Stressed
La mia anima un deserto di vuoto e solitudine,Stressed
Il mondo un luogo di disillusione senza magia,Stressed
Il mondo un luogo di tradimento senza fiducia,Stressed
Sento di essere uneco di unanima senza dimora,Stressed
Non cambiamento solo una ripetizione infinita,Stressed
La mia esistenza uneco di unanima senza volto,Stressed
Sento di essere in unesistenza senza presenza,Stressed
Non trovo il filo conduttore della mia storia,Stressed
Uneco di unesistenza che si spegne lentamente,Stressed
Uneco di unesistenza che si perde nella notte,Stressed
La fatica diventata il mio respiro quotidiano,Stressed
Non trovo la voglia di sorridere sinceramente,Stressed
Il mondo un libro senza pagine senza capitoli,Stressed
La mia mente un labirinto di specchi distorti,Stressed
Arousal of excitement for an upcoming festival,Stressed
Capture the moments that make your heart smile,Stressed
Compassion in volunteering for a local charity,Stressed
Feeling absolutely amazing and happy right now,Stressed
Feeling like everything is aligned and perfect,Stressed
Filling my life with things that make me happy,Stressed
Happiness is a choice and I say yes every time,Stressed
Happiness is a playlist of your favorite songs,Stressed
Happiness is the best kind of memory to create,Stressed
If happiness is a choice I choose it every day,Stressed
Joy is in the journey not just the destination,Stressed
Just another day of carrying invisible weights,Stressed
Just embracing the simple joys of a happy life,Stressed
Just me my dreams and a whole lot of happiness,Stressed
Living for the moments that make me feel alive,Stressed
Living my best life one happy moment at a time,Stressed
Making today a happy memory to cherish forever,Stressed
Smiling so much my cheeks are starting to hurt,Stressed
Soaking up the happy energy of this experience,Stressed
Sometimes happiness is just a deep breath away,Stressed
Stress isnt just a feeling its a lifestyle now,Stressed
Sunshine happiness and a little bit of sparkle,Stressed
Surround yourself with sunshine and positivity,Stressed
Tenderness in a quiet moment shared with a pet,Stressed
The past haunts me more than I d like to admit,Stressed
